Age,Salary,Gender,Location,Property_Type,RAM,Credit_Score,Churn,Marital_Status,Dependents,Employment_Type,Loan_Amount,Internet_Usage,Fraud_Suspected,Approved_Loan
,N/A,,New York,Studio,,400,Yes,,,Self-Employed,50000,,No,No
Unknown,1500000,Male,Los Angeles,Studio,32GB,600,Yes,Divorced,2,Business,,,No,Yes
,N/A,Female,Chicago,4bhk,8GB,700,Yes,Divorced,1,Salaried,150000,Very High,No,
28,90000,Other,Chicago,Studio,8GB,Excellent,Yes,Single,2,Self-Employed,5000,Very High,No,Yes
Unknown,90000,Other,New York,Studio,8GB,,Yes,Married,2,Self-Employed,5000,Very High,No,Yes
Unknown,70000,F,Chicago,1BHK,8GB,Excellent,Yes,Widowed,1,,5000,,No,No
,90000,Other,New York,Studio,,500,Yes,Married,3,Business,150000,,No,No
30,70000,,Chicago,3BHK,16GB,700,Yes,,3,Business,5000,Medium,No,No
30,N/A,,Chicago,3BHK,32GB,Excellent,Yes,Divorced,0,Self-Employed,20000,High,No,
28,60000,,Chicago,3BHK,2GB,400,Yes,Single,0,Salaried,,Very High,No,Yes
30,,Female,New York,3BHK,6GB,500,Yes,Single,3,Salaried,10000,Medium,Yes,Yes
30,70000,Male,,3BHK,16GB,,Yes,Widowed,,Salaried,10000,Medium,No,
,70000,Male,Los Angeles,4bhk,,400,Yes,Married,N/A,Business,50000,Low,No,
,90000,Male,Chicago,1BHK,2GB,300,Yes,Widowed,2,,20000,Very High,No,No
,,Male,Los Angeles,3BHK,2GB,300,No,Divorced,N/A,Self-Employed,5000,Medium,No,Yes
28,90000,Male,,2BHK,,Excellent,Yes,Widowed,2,Unemployed,5000,Low,No,Yes
Unknown,60000,Female,New York,Studio,8GB,Poor,Yes,Single,3,,Unknown,Very High,No,
,N/A,Other,New York,Studio,8GB,400,Yes,Single,0,Unemployed,Unknown,,No,No
30,60000,Male,Chicago,2BHK,,600,No,,,,50000,Low,No,No
Unknown,60000,Male,New York,4bhk,6GB,700,Yes,,0,Salaried,5000,,No,
40,70000,Other,Chicago,Studio,16GB,700,Yes,Divorced,N/A,Business,50000,High,No,Yes
30,50000,,New York,1BHK,6GB,500,Yes,Married,0,Unemployed,20000,High,No,Yes
40,1500000,F,Chicago,Studio,16GB,400,Yes,Widowed,3,,10000,High,No,Yes
,70000,,Chicago,Studio,8GB,Excellent,Yes,Divorced,,Business,5000,High,No,No
30,90000,Male,New York,Studio,16GB,600,No,,N/A,Unemployed,,Medium,No,
,1500000,Female,New York,3BHK,8GB,800,Yes,Widowed,,Self-Employed,150000,High,No,No
30,1500000,Male,New York,3BHK,2GB,300,Yes,,2,,20000,Medium,No,
40,1500000,Male,Chicago,4bhk,,700,Yes,Widowed,0,Self-Employed,5000,Medium,No,Yes
28,70000,M,New York,3BHK,16GB,700,No,Married,,Salaried,150000,Very High,No,
25,60000,F,Los Angeles,2BHK,8GB,800,Yes,Divorced,1,Self-Employed,,Medium,No,Yes
,N/A,Other,Los Angeles,Studio,,600,Yes,Widowed,0,Self-Employed,Unknown,Medium,No,
Unknown,1500000,M,New York,2BHK,16GB,400,Yes,Single,2,,50000,High,No,Yes
35,70000,F,Los Angeles,4bhk,4GB,700,Yes,Single,,Salaried,Unknown,Medium,No,
,70000,Female,Chicago,Studio,2GB,Excellent,Yes,Widowed,N/A,Self-Employed,10000,,No,Yes
35,N/A,Female,New York,2BHK,,700,Yes,Widowed,2,Business,Unknown,High,No,Yes
,60000,Male,Los Angeles,3BHK,2GB,300,Yes,Widowed,1,Unemployed,5000,Low,No,Yes
Unknown,N/A,Female,Chicago,Studio,8GB,400,Yes,Single,,Self-Employed,,High,No,Yes
,1500000,Male,New York,4bhk,8GB,400,Yes,Single,3,Salaried,Unknown,Medium,No,
25,70000,,Chicago,2BHK,32GB,400,Yes,Widowed,0,Self-Employed,5000,,No,
30,80000,M,Los Angeles,3BHK,2GB,600,No,,N/A,Unemployed,10000,High,No,Yes
40,50000,F,Los Angeles,4bhk,32GB,,No,,3,Salaried,150000,,No,Yes
30,70000,M,Chicago,Studio,16GB,Excellent,Yes,Married,,,,Low,No,No
28,1500000,Male,,2BHK,16GB,500,Yes,Divorced,,Salaried,Unknown,Low,No,Yes
25,90000,,Chicago,2BHK,8GB,,Yes,,2,,50000,Very High,No,No
28,70000,Male,Chicago,4bhk,,600,Yes,Single,,Salaried,50000,Very High,No,No
25,60000,Female,Chicago,3BHK,8GB,400,Yes,,N/A,Unemployed,,High,No,
40,70000,M,Los Angeles,Studio,32GB,800,Yes,Married,3,Unemployed,50000,Very High,No,Yes
,N/A,Male,Los Angeles,Studio,8GB,700,Yes,Married,N/A,Salaried,Unknown,,No,
Unknown,N/A,Female,Chicago,3BHK,32GB,300,Yes,Divorced,1,Self-Employed,Unknown,Very High,No,Yes
Unknown,60000,Female,Chicago,2BHK,4GB,500,Yes,,1,Unemployed,,,No,No
Unknown,60000,Other,New York,3BHK,2GB,,Yes,Single,0,,Unknown,Very High,No,No
Unknown,,,Los Angeles,3BHK,8GB,,Yes,Single,0,,150000,Very High,No,Yes
25,60000,F,New York,3BHK,16GB,500,Yes,Widowed,1,Business,5000,Very High,No,
30,N/A,Female,,Studio,8GB,700,Yes,Single,,,10000,Medium,No,
Unknown,50000,,Chicago,4bhk,,Excellent,Yes,Divorced,N/A,Business,150000,Medium,No,
30,1500000,,New York,3BHK,8GB,300,Yes,Divorced,1,Salaried,150000,Very High,No,No
,1500000,,Los Angeles,Studio,4GB,300,Yes,Single,0,Salaried,50000,,No,
,70000,Male,Los Angeles,Studio,6GB,300,No,Single,1,Salaried,5000,High,No,Yes
30,70000,Other,Los Angeles,1BHK,2GB,Excellent,Yes,Widowed,,Self-Employed,,Low,No,Yes
28,80000,Male,Los Angeles,Studio,2GB,Poor,Yes,Single,1,Self-Employed,50000,Medium,No,
,60000,,,3BHK,8GB,,Yes,Widowed,N/A,Business,5000,Very High,No,Yes
40,90000,,New York,3BHK,16GB,700,Yes,Widowed,3,,Unknown,Low,No,
35,70000,,Chicago,2BHK,8GB,Excellent,Yes,Single,,,,Medium,No,Yes
28,90000,,Chicago,2BHK,32GB,800,Yes,Married,0,Salaried,,High,No,Yes
30,,,Chicago,Studio,8GB,300,Yes,Married,N/A,Unemployed,50000,,No,Yes
25,,Female,Los Angeles,1BHK,2GB,,Yes,Widowed,1,Self-Employed,Unknown,Very High,No,No
Unknown,90000,Male,New York,3BHK,2GB,600,Yes,Single,1,Self-Employed,50000,High,No,Yes
,70000,Male,Los Angeles,Studio,2GB,600,Yes,Married,3,Salaried,20000,Medium,No,Yes
30,1500000,Female,Chicago,2BHK,,Poor,Yes,Single,0,Self-Employed,5000,Very High,No,Yes
Unknown,60000,F,Los Angeles,Studio,8GB,Poor,Yes,Single,0,Salaried,20000,Low,No,
,80000,F,,1BHK,2GB,500,Yes,Single,2,Business,5000,,Yes,No
40,90000,,New York,2BHK,16GB,300,Yes,,0,,10000,Medium,No,
Unknown,50000,Male,Chicago,4bhk,2GB,Excellent,Yes,Single,3,Unemployed,150000,,No,
30,80000,F,New York,Studio,16GB,400,Yes,,2,,,Very High,No,
Unknown,60000,,Chicago,Studio,,400,Yes,Widowed,2,,50000,High,No,Yes
45,80000,F,New York,3BHK,,Poor,Yes,Married,1,Business,10000,,No,No
Unknown,1500000,Female,New York,4bhk,8GB,,Yes,Married,1,Self-Employed,10000,Low,No,Yes
30,90000,,New York,2BHK,,Excellent,Yes,Married,0,Unemployed,,Medium,No,Yes
,80000,,New York,Studio,32GB,300,Yes,Married,2,Self-Employed,,Low,No,Yes
45,70000,M,Los Angeles,3BHK,2GB,Excellent,Yes,Married,1,,5000,,No,Yes
Unknown,N/A,Female,Chicago,4bhk,2GB,300,Yes,Married,3,Salaried,20000,High,No,Yes
30,90000,Female,New York,2BHK,8GB,,Yes,Married,1,,Unknown,High,No,No
30,N/A,Male,Los Angeles,4bhk,32GB,,Yes,Widowed,,Self-Employed,5000,Low,No,Yes
30,80000,M,Chicago,1BHK,8GB,700,No,Single,,,Unknown,Very High,No,Yes
,1500000,Male,Chicago,2BHK,6GB,Excellent,Yes,Divorced,1,Salaried,10000,Very High,No,Yes
Unknown,90000,M,New York,Studio,,600,Yes,,2,Business,Unknown,High,No,Yes
,90000,F,Chicago,Studio,16GB,300,Yes,Divorced,2,Self-Employed,20000,Low,No,Yes
,60000,F,Chicago,Studio,8GB,400,Yes,Divorced,N/A,,5000,Low,No,No
30,N/A,Male,Chicago,2BHK,32GB,600,Yes,Single,,Self-Employed,,Low,No,Yes
Unknown,50000,Other,New York,4bhk,8GB,Excellent,Yes,Single,3,Business,20000,,No,Yes
30,1500000,Female,Los Angeles,4bhk,2GB,500,Yes,Single,2,,150000,Very High,No,Yes
Unknown,1500000,M,,Studio,2GB,700,Yes,Married,0,,20000,Very High,No,Yes
Unknown,,F,New York,Studio,2GB,700,Yes,Widowed,,Self-Employed,150000,,No,Yes
30,70000,Male,New York,1BHK,8GB,Poor,Yes,Married,3,Self-Employed,5000,Medium,No,Yes
35,90000,Other,New York,4bhk,,700,Yes,Widowed,3,Salaried,,,No,
30,1500000,Male,New York,Studio,8GB,Poor,Yes,Widowed,2,Business,20000,Low,No,No
30,,,New York,Studio,,,Yes,Divorced,3,Salaried,150000,,No,
,90000,Male,Chicago,3BHK,32GB,Excellent,Yes,Divorced,2,,,Low,No,No
,70000,,Los Angeles,4bhk,2GB,400,No,Widowed,1,Self-Employed,50000,High,No,
,N/A,Female,Los Angeles,2BHK,,400,Yes,Widowed,,,50000,Low,No,No
,70000,Female,,2BHK,6GB,400,Yes,Married,N/A,,50000,Very High,No,
Unknown,1500000,Male,New York,2BHK,16GB,300,Yes,Married,1,Unemployed,Unknown,,No,
,90000,,Chicago,Studio,,400,Yes,Divorced,,Unemployed,20000,Low,No,Yes
,70000,Male,Chicago,3BHK,16GB,Excellent,Yes,Single,2,,5000,Medium,No,Yes
25,90000,,Los Angeles,1BHK,16GB,300,Yes,Widowed,,Self-Employed,5000,High,No,
45,80000,M,New York,3BHK,16GB,,Yes,Married,2,,Unknown,Medium,No,
28,N/A,M,New York,3BHK,8GB,Excellent,Yes,Divorced,1,Unemployed,5000,Medium,No,No
45,90000,Female,Chicago,1BHK,,500,Yes,Married,0,Self-Employed,150000,Medium,No,Yes
Unknown,90000,Other,Chicago,4bhk,,,Yes,Widowed,0,,50000,High,No,No
25,90000,F,Chicago,4bhk,16GB,300,Yes,Widowed,,Business,20000,High,No,
45,70000,,Chicago,2BHK,2GB,Poor,Yes,,0,Business,5000,High,No,Yes
Unknown,1500000,Male,New York,3BHK,,700,Yes,Single,2,,5000,High,No,Yes
Unknown,1500000,Female,New York,3BHK,2GB,400,Yes,,3,Self-Employed,10000,Medium,No,Yes
35,N/A,Male,Chicago,Studio,,500,Yes,Divorced,2,,10000,Very High,No,Yes
,90000,Other,Los Angeles,1BHK,2GB,500,Yes,Married,3,,10000,Very High,No,Yes
30,1500000,Female,Los Angeles,4bhk,,Excellent,No,Divorced,1,Unemployed,20000,High,No,Yes
40,N/A,F,New York,1BHK,16GB,,Yes,Widowed,N/A,Business,50000,,No,
45,70000,Male,Chicago,2BHK,4GB,Excellent,No,,3,Unemployed,,Low,No,Yes
35,90000,,New York,1BHK,2GB,Excellent,Yes,,0,Unemployed,50000,,No,Yes
,80000,,New York,4bhk,4GB,,Yes,,2,,50000,,No,Yes
45,N/A,,Chicago,2BHK,4GB,Poor,Yes,Divorced,1,Unemployed,20000,,No,No
Unknown,80000,Male,Los Angeles,Studio,16GB,400,No,Widowed,0,Business,150000,Very High,No,No
30,N/A,Female,Chicago,Studio,6GB,Poor,Yes,Married,1,Unemployed,150000,Low,No,Yes
,60000,Female,Chicago,3BHK,8GB,700,Yes,Married,N/A,Business,20000,,No,Yes
,90000,M,Chicago,2BHK,6GB,400,Yes,Divorced,2,Unemployed,10000,High,No,No
Unknown,N/A,F,Los Angeles,1BHK,,Excellent,Yes,,,Business,5000,Very High,No,Yes
45,90000,Other,Los Angeles,Studio,2GB,,Yes,Single,2,Unemployed,Unknown,High,No,Yes
,1500000,Male,New York,3BHK,8GB,400,Yes,Divorced,N/A,Unemployed,Unknown,High,No,Yes
,90000,Male,New York,3BHK,,500,Yes,Divorced,2,Self-Employed,,,No,No
Unknown,N/A,,New York,Studio,,600,Yes,Widowed,,Business,5000,High,No,Yes
40,90000,Male,Chicago,3BHK,,400,Yes,Married,3,Business,,Low,No,Yes
28,90000,,New York,Studio,32GB,Poor,Yes,Divorced,1,Business,10000,High,No,
30,1500000,Male,Los Angeles,Studio,2GB,400,Yes,Divorced,,Salaried,,,No,
,60000,Male,Los Angeles,Studio,2GB,800,Yes,,0,Unemployed,5000,High,No,
40,60000,,,2BHK,8GB,300,Yes,,N/A,Business,5000,Very High,No,
Unknown,80000,Male,Los Angeles,Studio,8GB,500,Yes,Single,3,Salaried,Unknown,Very High,Yes,No
Unknown,60000,M,New York,4bhk,6GB,300,Yes,Widowed,0,Self-Employed,150000,Very High,No,
40,60000,F,Chicago,2BHK,,,Yes,Single,0,Business,10000,Medium,No,No
30,60000,M,Chicago,2BHK,8GB,,No,,N/A,Business,20000,Very High,No,Yes
25,70000,,Los Angeles,2BHK,16GB,600,Yes,Married,3,Salaried,,Very High,No,Yes
30,70000,Female,New York,3BHK,16GB,Excellent,No,,0,Unemployed,Unknown,Medium,No,Yes
28,,Male,New York,3BHK,6GB,700,Yes,Widowed,0,Self-Employed,,Very High,No,No
40,1500000,,Los Angeles,3BHK,6GB,400,Yes,,3,Business,,,No,
Unknown,90000,,New York,Studio,16GB,,Yes,Widowed,2,Unemployed,20000,Very High,No,
Unknown,70000,Male,New York,1BHK,2GB,800,Yes,Widowed,0,Self-Employed,10000,Very High,No,Yes
,90000,Male,Chicago,4bhk,,500,Yes,Widowed,1,,5000,Medium,No,Yes
30,60000,Other,Los Angeles,Studio,8GB,400,Yes,Widowed,3,,50000,,No,Yes
30,70000,Male,Los Angeles,Studio,6GB,Excellent,Yes,Widowed,0,Self-Employed,,High,No,Yes
30,60000,Male,Los Angeles,3BHK,2GB,700,Yes,Married,N/A,Salaried,50000,Low,No,
Unknown,,F,New York,1BHK,2GB,300,Yes,Single,,Self-Employed,10000,,No,No
30,70000,Male,New York,3BHK,16GB,700,Yes,Divorced,1,Self-Employed,50000,High,No,
30,90000,,New York,3BHK,2GB,Poor,Yes,Single,,Salaried,,,No,Yes
25,N/A,Female,Chicago,2BHK,,700,Yes,Widowed,,Salaried,20000,High,No,
28,90000,Other,New York,3BHK,,,Yes,Married,0,Unemployed,50000,High,No,Yes
,1500000,,Los Angeles,Studio,16GB,600,No,,1,Unemployed,10000,,No,Yes
25,1500000,Male,Chicago,1BHK,8GB,700,Yes,Married,1,Salaried,10000,Medium,No,Yes
25,,,New York,1BHK,2GB,600,Yes,Widowed,2,,150000,,No,No
30,50000,M,New York,4bhk,2GB,700,Yes,Married,,,150000,,No,
,70000,M,,2BHK,16GB,600,Yes,Married,1,Self-Employed,20000,High,No,Yes
28,N/A,Male,Los Angeles,Studio,,800,Yes,Widowed,2,Business,50000,Low,No,
40,70000,Female,New York,4bhk,8GB,500,Yes,Married,3,Self-Employed,50000,High,No,Yes
28,,,Los Angeles,Studio,,,Yes,Divorced,2,Self-Employed,150000,Very High,No,No
30,1500000,Male,Chicago,3BHK,32GB,Excellent,Yes,Divorced,N/A,Business,5000,,Yes,Yes
25,1500000,Female,Los Angeles,Studio,,700,Yes,Married,0,Salaried,Unknown,,No,
,70000,Male,New York,Studio,4GB,600,Yes,,3,,10000,Medium,No,
30,80000,Male,New York,3BHK,,300,Yes,Widowed,3,Self-Employed,5000,High,No,Yes
,80000,Male,Chicago,4bhk,2GB,400,Yes,Divorced,N/A,Business,10000,Medium,No,
Unknown,90000,Male,New York,Studio,32GB,,Yes,,2,Unemployed,5000,,No,Yes
40,1500000,Other,Chicago,3BHK,16GB,Excellent,Yes,Married,0,Self-Employed,150000,High,No,No
28,,Male,Los Angeles,2BHK,8GB,Excellent,Yes,,2,,150000,High,No,Yes
,90000,,Chicago,2BHK,2GB,300,Yes,Single,1,Salaried,Unknown,Very High,No,Yes
25,N/A,Male,New York,4bhk,2GB,Excellent,Yes,Divorced,2,Self-Employed,5000,Very High,No,No
Unknown,N/A,,Los Angeles,2BHK,2GB,Poor,No,Married,3,Self-Employed,10000,Low,No,
40,60000,,New York,4bhk,32GB,,Yes,Widowed,0,Business,50000,Very High,No,Yes
Unknown,1500000,F,Chicago,4bhk,16GB,400,Yes,Married,2,Unemployed,10000,High,No,
28,70000,M,Chicago,1BHK,8GB,800,Yes,Widowed,0,Unemployed,,Very High,No,
40,70000,Female,Chicago,2BHK,8GB,400,Yes,Married,0,Salaried,150000,Low,No,
Unknown,60000,Other,Chicago,4bhk,4GB,700,No,,1,,20000,,No,Yes
45,1500000,Male,Los Angeles,3BHK,8GB,Poor,Yes,,1,Salaried,20000,Very High,No,Yes
40,90000,Male,Los Angeles,1BHK,32GB,,Yes,,3,Self-Employed,150000,High,No,Yes
28,90000,Other,Chicago,1BHK,8GB,300,Yes,Single,N/A,Self-Employed,,,No,No
,1500000,F,New York,Studio,16GB,Poor,Yes,Widowed,0,Unemployed,20000,High,No,Yes
30,90000,Other,Chicago,2BHK,8GB,400,Yes,,N/A,,150000,,No,
Unknown,90000,,New York,2BHK,8GB,Poor,Yes,Single,3,Business,20000,High,No,
28,N/A,,Chicago,3BHK,32GB,400,Yes,Widowed,0,,150000,Very High,No,No
28,80000,M,Los Angeles,1BHK,2GB,300,Yes,Married,0,Self-Employed,Unknown,Very High,No,No
30,N/A,Female,,Studio,16GB,,Yes,Single,,Business,50000,Low,No,No
,90000,Other,New York,Studio,16GB,500,Yes,Divorced,N/A,,50000,,Yes,Yes
30,1500000,F,New York,Studio,32GB,800,Yes,Single,2,,10000,Low,No,Yes
30,90000,,Chicago,Studio,,700,No,Single,1,Business,,Medium,No,No
30,N/A,Male,New York,1BHK,8GB,Excellent,Yes,Widowed,2,Self-Employed,150000,Very High,No,
40,N/A,M,Los Angeles,1BHK,8GB,400,Yes,Married,N/A,,5000,,No,Yes
28,1500000,Male,Chicago,3BHK,,Poor,Yes,Divorced,1,Business,10000,Low,No,No
,1500000,,New York,Studio,32GB,Excellent,Yes,,2,Self-Employed,10000,Low,No,No
28,80000,Female,New York,3BHK,8GB,400,Yes,,,Business,150000,Medium,No,No
25,70000,Male,Chicago,3BHK,8GB,500,Yes,Single,1,Business,150000,Low,No,Yes
,N/A,Other,Chicago,3BHK,16GB,800,Yes,Widowed,0,,10000,High,No,Yes
Unknown,90000,Other,Los Angeles,4bhk,16GB,300,Yes,Widowed,2,Self-Employed,10000,Very High,No,Yes
30,90000,Male,Chicago,2BHK,,400,Yes,,1,,50000,Low,No,
Unknown,1500000,,,1BHK,2GB,Excellent,Yes,Divorced,,Salaried,5000,Low,No,
30,90000,,Chicago,3BHK,2GB,Poor,Yes,Married,1,Salaried,10000,Medium,No,
40,90000,M,Chicago,3BHK,8GB,,Yes,Divorced,1,Self-Employed,50000,High,No,
35,1500000,Male,New York,3BHK,6GB,500,Yes,Married,,Business,10000,Low,No,Yes
Unknown,90000,,New York,Studio,,Excellent,Yes,,2,,20000,Very High,No,Yes
30,N/A,Female,,Studio,16GB,800,Yes,Married,3,,10000,Very High,No,Yes
,70000,Female,,2BHK,8GB,400,Yes,Widowed,2,Self-Employed,150000,Low,No,No
Unknown,70000,Male,New York,4bhk,,300,Yes,Single,N/A,Self-Employed,,High,No,No
Unknown,80000,Female,Los Angeles,Studio,8GB,Poor,Yes,Single,,Salaried,,Very High,No,Yes
30,60000,F,Los Angeles,2BHK,16GB,500,Yes,,2,Unemployed,10000,Very High,No,Yes
40,90000,Male,Los Angeles,4bhk,,Excellent,Yes,Widowed,1,Self-Employed,Unknown,High,No,
30,90000,Male,Chicago,1BHK,6GB,Poor,Yes,Divorced,,Unemployed,20000,High,No,Yes
,N/A,Male,New York,3BHK,,,Yes,Widowed,0,Self-Employed,5000,Low,No,No
40,70000,Male,New York,Studio,2GB,Poor,Yes,Single,2,Business,10000,,No,
,90000,M,Los Angeles,3BHK,8GB,,Yes,Single,,Business,5000,Medium,No,
,80000,Male,New York,Studio,2GB,,Yes,Widowed,2,Salaried,20000,,No,Yes
,N/A,F,,Studio,6GB,,Yes,Widowed,,Salaried,10000,,No,Yes
30,1500000,Male,Los Angeles,4bhk,,500,Yes,Single,1,Unemployed,Unknown,Very High,No,Yes
,1500000,F,Chicago,3BHK,6GB,Excellent,No,Divorced,0,Self-Employed,50000,High,No,Yes
,90000,M,,Studio,,Excellent,Yes,,0,,Unknown,Very High,No,
,1500000,Female,Los Angeles,Studio,,600,Yes,,N/A,Salaried,150000,Medium,No,
45,90000,Male,Chicago,3BHK,2GB,600,Yes,Widowed,,,Unknown,Low,No,Yes
40,70000,Male,Chicago,4bhk,,500,Yes,,2,,50000,Medium,No,
30,60000,,Chicago,4bhk,16GB,300,Yes,Single,0,Self-Employed,150000,Very High,No,
,70000,Male,Los Angeles,2BHK,8GB,Poor,Yes,Single,0,Unemployed,50000,Very High,No,Yes
30,60000,Male,,3BHK,8GB,700,Yes,Widowed,3,Self-Employed,,Very High,No,
Unknown,80000,F,New York,2BHK,4GB,Excellent,Yes,Widowed,3,Salaried,50000,Very High,No,No
28,60000,Male,New York,2BHK,8GB,700,Yes,Widowed,0,,10000,,No,Yes
Unknown,70000,,Los Angeles,4bhk,2GB,500,Yes,Divorced,,Self-Employed,5000,Low,No,
,60000,F,Chicago,3BHK,2GB,Excellent,Yes,,N/A,Self-Employed,,,No,Yes
30,60000,Other,New York,1BHK,,600,Yes,Widowed,0,Self-Employed,,Very High,No,
Unknown,90000,,New York,Studio,2GB,500,Yes,Married,1,Salaried,5000,High,No,Yes
Unknown,90000,Other,Los Angeles,Studio,2GB,,Yes,Married,2,Unemployed,,,No,Yes
30,60000,M,,2BHK,2GB,600,Yes,Single,N/A,Self-Employed,50000,Very High,No,No
,,,New York,1BHK,,Excellent,Yes,,1,Salaried,Unknown,Very High,No,Yes
28,90000,Male,Chicago,3BHK,8GB,,Yes,Widowed,N/A,,20000,Low,No,
Unknown,1500000,Female,Los Angeles,3BHK,8GB,Poor,Yes,Married,1,Business,50000,Medium,No,
40,1500000,,Los Angeles,3BHK,16GB,800,Yes,,2,Salaried,150000,,No,Yes
,50000,F,New York,1BHK,2GB,,Yes,Single,2,Business,150000,,No,Yes
30,70000,Female,Los Angeles,1BHK,16GB,,Yes,Divorced,3,Self-Employed,Unknown,,No,No
Unknown,70000,Male,New York,4bhk,4GB,800,Yes,,,Self-Employed,Unknown,Very High,No,
30,50000,Male,,2BHK,2GB,,Yes,,1,Salaried,,Low,No,Yes
Unknown,90000,Female,New York,1BHK,6GB,500,Yes,Divorced,3,Business,10000,Very High,No,Yes
30,80000,Male,,3BHK,8GB,,Yes,,1,Self-Employed,10000,Very High,No,No
28,N/A,Male,Chicago,Studio,4GB,700,Yes,Single,3,,,High,No,Yes
28,1500000,,Los Angeles,3BHK,,400,Yes,Single,2,Unemployed,,Low,No,
25,90000,M,Chicago,3BHK,,700,No,Divorced,N/A,Unemployed,Invalid#99,,No,No
,,Other,Los Angeles,3BHK,8GB,Poor,Yes,Widowed,3,Self-Employed,5000,Medium,No,Yes
,N/A,Female,,2BHK,,,Yes,Married,1,Business,20000,,No,Yes
Unknown,80000,Other,Los Angeles,4bhk,6GB,300,Yes,Widowed,1,Self-Employed,20000,Very High,No,Yes
45,80000,Male,New York,4bhk,32GB,400,Yes,,,Business,20000,Low,No,
45,90000,Female,New York,Studio,8GB,600,Yes,Married,2,,20000,Low,No,
45,80000,Other,New York,1BHK,16GB,800,Yes,Divorced,1,Business,Unknown,Low,No,
,50000,,Los Angeles,3BHK,6GB,Excellent,No,Divorced,0,Self-Employed,Unknown,High,No,No
,,M,Los Angeles,3BHK,,Poor,Yes,Married,N/A,,5000,,No,
,1500000,Male,Los Angeles,2BHK,4GB,,Yes,Single,3,Salaried,10000,High,No,
45,1500000,Male,Chicago,4bhk,2GB,Poor,Yes,Married,,Unemployed,,Medium,No,
28,90000,,New York,1BHK,,500,Yes,,N/A,Self-Employed,150000,Very High,No,
28,60000,M,Chicago,2BHK,16GB,600,Yes,Single,2,Self-Employed,10000,High,No,Yes
28,80000,Other,New York,2BHK,16GB,,Yes,Divorced,,Self-Employed,50000,High,No,Yes
Unknown,1500000,Female,Chicago,4bhk,8GB,300,Yes,Married,3,,Unknown,Very High,No,Yes
,1500000,,New York,3BHK,16GB,Poor,Yes,Widowed,3,Salaried,20000,Low,No,Yes
,1500000,Male,Chicago,2BHK,8GB,,Yes,Widowed,0,Business,20000,Very High,No,No
Unknown,90000,Male,Los Angeles,3BHK,2GB,600,Yes,,2,Salaried,50000,,No,
,1500000,Male,New York,Studio,8GB,Excellent,Yes,Widowed,,,10000,Very High,No,Yes
30,90000,Male,Chicago,2BHK,6GB,,Yes,Married,,Self-Employed,20000,Low,No,No
Unknown,90000,Male,New York,4bhk,8GB,700,Yes,Married,1,Unemployed,10000,Very High,No,Yes
30,N/A,F,Chicago,4bhk,16GB,600,Yes,Widowed,0,Self-Employed,,High,No,Yes
30,N/A,Male,New York,4bhk,2GB,300,Yes,Married,0,Business,50000,Medium,No,Yes
30,1500000,Male,Los Angeles,2BHK,8GB,500,No,,,Unemployed,150000,High,No,
40,N/A,Other,New York,Studio,2GB,,Yes,Single,,Self-Employed,10000,Medium,No,Yes
40,1500000,F,Chicago,2BHK,8GB,500,Yes,,N/A,Unemployed,,Very High,No,Yes
30,90000,Male,Los Angeles,Studio,4GB,,Yes,,N/A,Salaried,10000,,No,
45,90000,Female,,3BHK,16GB,,Yes,Married,N/A,,10000,Very High,No,Yes
25,70000,Male,Los Angeles,3BHK,2GB,,Yes,Single,0,Self-Employed,20000,Low,No,Yes
25,90000,Male,,3BHK,8GB,,Yes,Married,1,Business,5000,Very High,No,
40,N/A,Male,Chicago,2BHK,2GB,Excellent,Yes,Divorced,3,Salaried,Unknown,Medium,No,No
45,,Other,Chicago,4bhk,2GB,500,Yes,Married,N/A,Self-Employed,10000,High,No,Yes
,60000,,New York,4bhk,,Excellent,Yes,Married,1,Salaried,10000,,No,Yes
,N/A,Male,Chicago,4bhk,,400,Yes,Married,2,Business,10000,Very High,No,
35,60000,,New York,Studio,8GB,,Yes,Single,N/A,Self-Employed,5000,Very High,No,Yes
45,70000,M,Chicago,Studio,,700,No,Married,3,Business,,High,No,No
30,70000,,Chicago,3BHK,2GB,800,Yes,Single,2,Unemployed,150000,,No,No
Unknown,90000,F,New York,Studio,2GB,,Yes,Widowed,2,Business,150000,Very High,No,Yes
,1500000,,Chicago,1BHK,,700,Yes,Divorced,3,Unemployed,50000,Very High,No,Yes
30,80000,Other,Los Angeles,1BHK,,400,Yes,Single,N/A,Self-Employed,20000,Medium,No,Yes
,N/A,M,New York,1BHK,,700,No,Widowed,0,Unemployed,5000,Medium,No,Yes
28,60000,Male,New York,2BHK,2GB,400,Yes,Single,3,Self-Employed,,Low,No,Yes
,90000,Male,Los Angeles,2BHK,,700,Yes,Single,3,Self-Employed,10000,High,No,Yes
Unknown,90000,M,New York,2BHK,16GB,,Yes,Divorced,3,,,,No,Yes
30,N/A,Male,Los Angeles,Studio,,300,Yes,,2,Self-Employed,5000,Very High,No,No
28,1500000,F,Los Angeles,3BHK,,700,Yes,,1,Unemployed,5000,Very High,No,
25,,Female,Los Angeles,Studio,6GB,400,Yes,Single,0,,5000,Low,No,Yes
28,70000,,Los Angeles,2BHK,2GB,600,Yes,Married,N/A,,50000,Very High,No,
45,1500000,Other,Chicago,4bhk,16GB,Excellent,Yes,Widowed,N/A,Self-Employed,Unknown,High,No,Yes
